num,store,location,house
811,현앤수빌리지아파트,제주특별자치도 제주시 번영로 386,80
812,도련주공아파트,제주특별자치도 제주시 도련2길 14,382
813,도련영도갤럭시타운아파트,제주특별자치도 제주시 도련3길 5-4,48
814,세경캐슬2차아파트,제주특별자치도 제주시 도련길 24,29
815,다호예그린1차아파트,제주특별자치도 제주시 도련길 30,27
817,제주삼화사랑으로부영8차아파트,제주특별자치도 제주시 화삼로 89,384
818,제주삼화LH3단지아파트,제주특별자치도 제주시 화삼로 110,850
819,제주삼화사랑으로부영7차아파트,제주특별자치도 제주시 화삼북로 90,360
820,제주삼화사랑으로부영6차아파트,제주특별자치도 제주시 화삼로 107,504
821,NHF제주삼화1단지아파트,제주특별자치도 제주시 화삼북로 87,560
822,제주삼화사랑으로부영3차아파트,제주특별자치도 제주시 화삼로 167,524
823,제주삼화사랑으로부영1차아파트,제주특별자치도 제주시 화삼북로 136,324
824,제주삼화사랑으로부영5차아파트,제주특별자치도 제주시 화삼로 166,610
825,동명아파트,제주특별자치도 제주시 일주동로 361,98
826,삼부비치아파트,제주특별자치도 제주시 지석15길 30,71
827,삼양더힐링빌아파트,제주특별자치도 제주시 설촌로2길 30,39
828,삼양네오하임아파트,제주특별자치도 제주시 설촌로4길 4,18
829,한라하이츠빌아파트,제주특별자치도 제주시 선사로 33,13
830,장원삼양아파트,제주특별자치도 제주시 선사로 29,18
831,한양아파트,제주특별자치도 제주시 지석12길 5,30
832,한라하이츠빌2차아파트,제주특별자치도 제주시 설촌로 26,16
833,하녹아파트,제주특별자치도 제주시 설촌로6길 6,18
834,삼양민형파인즈아파트,제주특별자치도 제주시 지석10길 13-7,24
835,한라하이츠빌아파트(2114-1),제주특별자치도 제주시 선사로 36,18
837,장안아파트,제주특별자치도 서귀포시 문필로 54,55
838,토평반석타운아파트,제주특별자치도 서귀포시 중산간동로 7678,100
839,동인아이진4차아파트,제주특별자치도 서귀포시 토평로 66,24
840,제주봉개엘에이치아파트,제주특별자치도 제주시 번영로 528,260
841,봉개반석타운,제주특별자치도 제주시 아봉로 720,48
842,봉개갤럭시타운아파트,제주특별자치도 제주시 봉개4길 22,36
843,노블하우스II아파트,제주특별자치도 제주시 진목3길 20,17
844,봉개반석아르미,제주특별자치도 제주시 삼봉로 299-3,80
845,노블하우스아파트,제주특별자치도 제주시 진목5길 8,24
846,인성하이츠아파트,제주특별자치도 제주시 삼봉로 352,18
847,도련신일해피트리,제주특별자치도 제주시 삼봉로 231,160
848,도련반석스위트타운아파트,제주특별자치도 제주시 삼봉로 170,49
849,삼화코아루헤리티지2차,제주특별자치도 제주시 삼봉로 180,56
850,삼화코아루헤리티지1차,제주특별자치도 제주시 삼봉로 176,48
851,도련한양아파트,제주특별자치도 제주시 삼봉로 137,19
852,미듬하나로아파트,제주특별자치도 제주시 삼봉로 115-1,205
853,제일일출아파트,제주특별자치도 제주시 매촌서1길 28,41
854,아르미아아파트,제주특별자치도 제주시 매촌2길 70,56
855,한전아파트,제주특별자치도 제주시 원당로 81,12
856,라오체블랙비치아파트,제주특별자치도 제주시 선사로8길 61,36
857,삼부아파트(장미),제주특별자치도 제주시 선사로6길 55,73
858,삼양무이아파트,제주특별자치도 제주시 선사로2길 49,18
859,대유아파트,제주특별자치도 제주시 선사로8길 87,30
860,삼부삼양아파트,제주특별자치도 제주시 원당로9길 26,19
861,로얄하이츠빌라,제주특별자치도 서귀포시 마소물로8번길 10-1,85
862,펠리시티,제주특별자치도 제주시 중산간동로 151,72
863,신효아파트,제주특별자치도 서귀포시 효돈로 145,12
864,신촌다정타운아파트,제주특별자치도 제주시 조천읍 신촌3길 16-5,41
865,제주조천코아루더테라스,제주특별자치도 제주시 조천읍 신조로 26,72
866,그린앤골드,제주특별자치도 제주시 조천읍 신북로 126,96
867,다온팰리스아파트,제주특별자치도 제주시 조천읍 신북로 97,28
868,라스위트아파트,제주특별자치도 제주시 조천읍 신북로 86,27
869,신촌에코휴공간,제주특별자치도 제주시 조천읍 신촌6길 6,29
870,로잔팰리스아파트,제주특별자치도 제주시 조천읍 신북로 97-1,28
871,거웅라피네아파트,제주특별자치도 제주시 조천읍 신북로 93,18
872,태극헤이븐아파트,제주특별자치도 제주시 조천읍 신촌6길 17,34
873,신촌4차에스디프라임아파트,제주특별자치도 제주시 조천읍 신촌4길 7,19
874,펠리스카운티타운,제주특별자치도 제주시 조천읍 남조로 2509,12
875,도화썬빌리지,제주특별자치도 제주시 조천읍 조천18길 23-2,95
876,대진유토피아3차아파트,제주특별자치도 제주시 조천읍 조천14길 24,29
877,일이삼타운아파트,제주특별자치도 제주시 조천읍 조천북2길 28,46
878,햇세드위미아파트,제주특별자치도 서귀포시 남원읍 위미해안로129번길 5,24
880,도담카운티,제주특별자치도 서귀포시 남원읍 위미항구로 85,62
881,제주함덕해밀타운아파트,제주특별자치도 제주시 조천읍 신북로 460,56
882,천마에버하임오션아파트,제주특별자치도 제주시 조천읍 함덕5길 14,60
883,제주더오름카운티1차,제주특별자치도 제주시 조천읍 중산간동로 780,187
884,함덕천마에코피아아파트,제주특별자치도 제주시 조천읍 함덕6길 39,29
885,쉬젠비아채아파트,제주특별자치도 제주시 조천읍 함덕12길 51,53
886,함덕휴먼아파트,제주특별자치도 제주시 조천읍 함덕서4길 28,19
887,함덕노블하우스아파트,제주특별자치도 제주시 조천읍 함덕16길 55,13
888,함덕신호아파트,제주특별자치도 제주시 조천읍 함덕6길 31,14
889,광명샤인빌아파트,제주특별자치도 제주시 조천읍 함덕30길 27,170
890,진우파크빌,제주특별자치도 제주시 조천읍 함덕남12길 19-6,160
891,함덕천마에버하임1차,제주특별자치도 제주시 조천읍 신북로 640-2,48
892,마음에온함덕아파트,제주특별자치도 제주시 조천읍 조함해안로 642,48
893,남원에덴아파트,제주특별자치도 서귀포시 남원읍 남원광지로 5,140
894,청우썬비치빌아파트,제주특별자치도 서귀포시 남원읍 태위로603번길 12,14
895,남원아이진아파트,제주특별자치도 서귀포시 남원읍 태위로603번길 22-1,26
897,남원예가,제주특별자치도 서귀포시 남원읍 태위로657번길 8,28
898,피렌체아파트,제주특별자치도 서귀포시 남원읍 남원체육관로 280,16
899,남원솔내음아파트,제주특별자치도 서귀포시 남원읍 남원중앙로 36,28
900,라인힐아파트,제주특별자치도 서귀포시 남원읍 남원회관로 89,14
901,엘루체아파트,제주특별자치도 서귀포시 남원읍 남원회관로 97,19
902,씨사이드홈,제주특별자치도 서귀포시 남원읍 태위로724번길 4,32
903,라인힐오피스텔,제주특별자치도 서귀포시 남원읍 남원회관로 89,14
904,남원LH아파트,제주특별자치도 서귀포시 남원읍 남원체육관로 342,354
905,김녕센트럴시티에덴아파트,제주특별자치도 제주시 구좌읍 김녕로21길 5-5,22
906,광영타운,제주특별자치도 제주시 구좌읍 김녕로 118-8,8
907,다세대아파트,제주특별자치도 제주시 구좌읍 김녕로 141,16
908,대진유토피아,제주특별자치도 서귀포시 표선면 번영로3428번길 129,284
910,표선반석타운아파트,제주특별자치도 서귀포시 표선면 표선동서로193번길 22,40
911,표선2차반석타운아파트,제주특별자치도 서귀포시 표선면 표선동서로61번길 124,60
912,세베스트아파트,제주특별자치도 서귀포시 표선면 표선동서로193번길 37,24
913,다움채아파트,제주특별자치도 서귀포시 표선면 표선관정로 70-11,19
914,에이원시티빌아파트,제주특별자치도 서귀포시 표선면 표선동서로193번길 31-1,29
915,청담휴클래스아파트,제주특별자치도 서귀포시 표선면 표선동서로61번길 127,24
916,해비치오션뷰아파트,제주특별자치도 서귀포시 표선면 표선중앙로43번길 25-6,42
917,라메르힐아파트,제주특별자치도 제주시 구좌읍 세화3길 27,29
918,대진유토피아빌리지,제주특별자치도 제주시 구좌읍 세화4길 16,48
919,나이스6차아파트,제주특별자치도 제주시 구좌읍 구좌로 26-12,38
920,이루안아파트,제주특별자치도 제주시 구좌읍 구좌로 70,24
921,NR누리2차아파트,제주특별자치도 제주시 구좌읍 세송로 5,24
922,제주성산위듀파크,제주특별자치도 서귀포시 성산읍 환해장성로111번길 15,32
923,오션갤러리프리미어빌라스1단지,제주특별자치도 서귀포시 성산읍 환해장성로 189,18
924,오션갤러리프리미어빌라스3단지,제주특별자치도 서귀포시 성산읍 일주동로 4995,29
925,오션갤러리프리미어빌라스2단지,제주특별자치도 서귀포시 성산읍 환해장성로 231,29
926,성산반석아파트,제주특별자치도 서귀포시 성산읍 시흥상동로 31,40
927,진우파크빌아파트,제주특별자치도 서귀포시 성산읍 서성일로 1186-6,100
928,성산청담휴클래스아파트,제주특별자치도 서귀포시 성산읍 서성일로 1213-16,24
929,한국통신사원아파트,제주특별자치도 서귀포시 성산읍 고성중앙로 62-3,24
930,서귀포성산국민임대아파트,제주특별자치도 서귀포시 성산읍 고성동서로 33,334
931,동명아파트,제주특별자치도 서귀포시 성산읍 고성동서로56번길 10,24
932,드림팰리스아파트,제주특별자치도 서귀포시 성산읍 고성동서로 56,30
933,성산휴안1차아파트,제주특별자치도 서귀포시 성산읍 일주동로 4193,19
934,스위트엠프레시빌아파트,제주특별자치도 서귀포시 성산읍 한도로 244,97
935,고산늘푸른팰리스아파트,제주특별자치도 제주시 한경면 고산로6길 2,24
936,KT사원 아파트,제주특별자치도 제주시 한경면 고산로8길 8,4
937,빌라드그리움아파트,제주특별자치도 서귀포시 대정읍 동일하모로 227-20,29
938,상모아파트,제주특별자치도 서귀포시 대정읍 상모로289번길 16-1,16
939,씨비양빌리지아파트,제주특별자치도 제주시 한림읍 한림해안로 8,19
940,한림휴안1차,제주특별자치도 제주시 한림읍 한림중앙로 108,24
941,한림주공아파트,제주특별자치도 제주시 한림읍 대림4길 20,212
942,회성푸르니5차아파트,제주특별자치도 제주시 한림읍 한림남2길 8,48
943,남건휴먼스3차아파트,제주특별자치도 제주시 한림읍 한림로6길 41,28
944,메리엘오션아파트,제주특별자치도 제주시 한림읍 한림로 621,25
945,영신아파트,제주특별자치도 제주시 한림읍 문교길 13,25
946,한신더휴,제주특별자치도 서귀포시 대정읍 에듀시티로 102,17
947,대호베리골아파트,제주특별자치도 제주시 한림읍 명랑로 49,67
948,반석블루빌,제주특별자치도 제주시 한림읍 한수풀로 130,132
949,한림가온아파트,제주특별자치도 제주시 한림읍 한수풀로 146,24
950,초록마을,제주특별자치도 제주시 한림읍 귀덕7길 5,86
951,그린트리아파트,제주특별자치도 제주시 애월읍 애월로10길 4,20
952,남전사원아파트,제주특별자치도 서귀포시 안덕면 화순서서로 15,12
953,혁승애월다움아파트,제주특별자치도 제주시 애월읍 애원로 11,18
954,엘림피렌체3차아파트,제주특별자치도 서귀포시 안덕면 화순재남로 5,29
955,이강센스타운,제주특별자치도 제주시 애월읍 고내동길 21,118
956,애월위너빌아파트,제주특별자치도 제주시 애월읍 일주서로 7044,24
957,하귀올레아파트,제주특별자치도 제주시 애월읍 하귀1길 15,21
958,상지타운아파트,제주특별자치도 서귀포시 천제연로178번길 39,18
959,마마스빌아파트,제주특별자치도 서귀포시 중문관광로301번길 7,28
960,상지에버그린빌아파트,제주특별자치도 서귀포시 천제연로214번길 40,20
961,정이가,제주특별자치도 서귀포시 중문로81번길 30,27
962,카렌시아,제주특별자치도 서귀포시 중문상로82번길 16,28
963,일성드림타운아파트,제주특별자치도 서귀포시 중문상로 34,18
964,다온아파트,제주특별자치도 서귀포시 중문로 7,19
965,아름마을아파트,제주특별자치도 제주시 우정로18길 25,321
966,더펠리스1차아파트,제주특별자치도 제주시 우정로10길 29,64
967,제이씨티팰리스아파트,제주특별자치도 제주시 우정로8길 27,36
968,에르빌1차아파트,제주특별자치도 제주시 우령6길 15-11,24
969,비치나빌리지아파트,제주특별자치도 제주시 우령서로 45,18
970,허브라벤다아파트,제주특별자치도 제주시 우정로16길 13,19
971,더펠리스5차아파트,제주특별자치도 제주시 우령8길 5-8,41
972,골드하우스아파트,제주특별자치도 제주시 우정로4길 10,18
973,위너스아파트,제주특별자치도 제주시 우령8길 5-7,12
974,삼익푸르미르2차아파트,제주특별자치도 제주시 우령8길 5-2,28
975,한울아파트,제주특별자치도 제주시 우령8길 5-6,15
976,파라다이스아파트,제주특별자치도 제주시 수정2길 26,29
977,대포윤슬체아파트,제주특별자치도 서귀포시 대포동서로70번길 14,16
978,부영1단지아파트,제주특별자치도 제주시 우정로11길 22,1012
979,부영2단지아파트,제주특별자치도 제주시 우평로 318,892
980,한탑아파트,제주특별자치도 제주시 우령2길 3-3,44
981,해피하우스아파트,제주특별자치도 제주시 절물2길 32,36
982,대송파크빌아파트,제주특별자치도 제주시 우정로7길 7,21
983,제웅스카이빌아파트,제주특별자치도 제주시 우정로7길 21,18
984,제웅스카이빌아파트,제주특별자치도 제주시 우정로 51,21
985,대원상록수8차아파트,제주특별자치도 제주시 우정로7길 17,18
986,경민하늘숲아파트,제주특별자치도 제주시 우정로7길 26-1,18
987,바로아파트,제주특별자치도 제주시 월대6길 10,15
988,가가리드빌아파트,제주특별자치도 제주시 우정로4길 4-8,14
989,외도탐나지오아파트,제주특별자치도 제주시 우정로6길 6,18
990,해안회성푸르니,제주특별자치도 제주시 노형로 66-4,56
991,노형이레빌1차,제주특별자치도 제주시 월산남길 46-8,19
992,해밀타운아파트,제주특별자치도 제주시 대동길 17-4,29
993,제주바다빌아파트,제주특별자치도 서귀포시 말질로 222,60
994,뜨레모아3차아파트,제주특별자치도 제주시 진군남4길 28,28
995,노형위더스빌아파트,제주특별자치도 제주시 수덕3길 43,16
996,지산11차위더스빌아파트,제주특별자치도 제주시 정존5길 27,14
997,서부파크빌아파트,제주특별자치도 제주시 수덕9길 73,19
998,노형대유아파트,제주특별자치도 제주시 수덕로 43,54
999,서부빌라트,제주특별자치도 제주시 정존7길 35,16
1000,정든마을1단지아파트,제주특별자치도 제주시 정존11길 54,620
1001,계림아파트,제주특별자치도 제주시 수덕9길 20,94
1002,대왕아파트,제주특별자치도 제주시 수덕7길 14,38
1003,노형삼환1차아파트,제주특별자치도 제주시 다랑곶길 15,27
1004,제동프린스빌아파트,제주특별자치도 제주시 다랑곶길 10,15
1005,대원아파트,제주특별자치도 제주시 다랑곶2길 45,19
1006,푸르니아파트,제주특별자치도 제주시 월랑로12길 17-8,12
1007,삼국,제주특별자치도 제주시 월랑북2길 9,16
1008,한화아파트,제주특별자치도 제주시 원노형로 102,234
1009,신제주아파트,제주특별자치도 제주시 다랑곶7길 3,19
1010,공간에버빌,제주특별자치도 제주시 원노형5길 4,28
1011,재형그랜드빌아파트,제주특별자치도 제주시 연동4길 6-10,11
1012,일정빌아파트,제주특별자치도 제주시 도령로13길 10,29
1013,연동리치빌아파트,제주특별자치도 제주시 도령북길 22,24
1014,연동베스트아파트,제주특별자치도 제주시 성신로2길 25,14
1015,삼성하나로아파트,제주특별자치도 제주시 연동14길 13,12
1017,덕진삼무아파트,제주특별자치도 제주시 신대로10길 48-8,14
1018,강정상록아파트,제주특별자치도 서귀포시 신서로 55,358
1019,그랑플러스,제주특별자치도 제주시 오라삼동 2636-3,4
1020,에스포아아파트,제주특별자치도 제주시 연삼로 121,20
1021,영도그린빌라,제주특별자치도 제주시 오등1길 140,96
1022,덕진아파트,제주특별자치도 제주시 남성로 67,9
1023,용담수목아파트,제주특별자치도 제주시 남성로 35-1,18
1024,힐탑아파트,제주특별자치도 제주시 용남3길 14,15
1025,사라빌아파트,제주특별자치도 제주시 서사로10길 28,12
1026,온새미로카운티,제주특별자치도 제주시 삼도이동 1175-1,8
1028,덕진유니스아파트,제주특별자치도 제주시 도남로10길 35-6,21
1029,도남위너스빌아파트,제주특별자치도 제주시 도남동 67,14
1030,청암연립,제주특별자치도 제주시 서광로26길 37,18
1031,개나리아파트,제주특별자치도 제주시 도남로 57,28
1033,아라마루N아파트,제주특별자치도 제주시 구산로4길 31,15
1035,한우리아파트,제주특별자치도 제주시 오복4길 38,18
1036,골드트리아파트,제주특별자치도 제주시 공덕길 1,27
1037,아다지오2,제주특별자치도 제주시 아라일동 6043-1,6
1038,디오빌VI,제주특별자치도 제주시 아라일동 6045-2,8
1039,신산아파트,제주특별자치도 제주시 고마로17길 11,18
1046,라메르타운,제주특별자치도 제주시 도련일동 2362-6,16
1047,남원예가아파트,제주특별자치도 서귀포시 남원읍 남원리 141-1,28
